Q1000070	b'Myron V. George'
Q57530	b'Gurbanguly Berdimuhamedow'
Q57536	b'Charlotte, Princess Royal'
Q575428	b'Natalie Tran'
Q575488	b'Alan Stubbs'
Q57552	b'Alexander Parvus'
Q57558	b'Islam Karimov'
Q575668	b'Lionel Atwill'
Q575733	b'Priti Patel'
Q57575	b'Otto Ohlendorf'
Q57576	b'Kurt Daluege'
Q57590	b'Mykola Azarov'
Q57595	b'Gordon Bajnai'
Q5760184	b'Celia Geraldy'
Q57601	b'Roland Freisler'
Q57602	b'Baldwin Spencer'
Q57604	b'Hildegard Knef'
Q57606	b'Robert Fico'
Q57611	b'Jadranka Kosor'
Q57613	b'Ahmed Ouyahia'
Q5761425	b'Hilda Moore'
Q5761466	b'Hilda Simms'
Q5761474	b'Hilda Spong'
Q5761486	b'Hilda Trevelyan'
Q57615	b'Pedro Passos Coelho'
Q576208	b'Chi Onwurah'
Q57620	b'Lawrence Gonzi'
Q57625	b'Sali Berisha'
Q57627	b'Janez Jan\xc5\xa1a'
Q57630	b'Valdis Dombrovskis'
Q57638	b'Jyrki Katainen'
Q57640	b'Andrus Ansip'
Q57641	b'Viktor Orb\xc3\xa1n'
Q57643	b'Lee Hsien Loong'
Q57645	b'Adelaide of Saxe-Meiningen'
Q57647	b'Yoshihiko Noda'
Q57648	b'Victoria of Baden'
Q57652	b'Helle Thorning-Schmidt'
Q57657	b'Raila Odinga'
Q57661	b'Jean-Claude Juncker'
Q57665	b'Jens Stoltenberg'
Q57668	b'Caroline Matilda of Great Britain'
Q57670	b'Yingluck Shinawatra'
Q57672	b'Ernest Augustus, Duke of Brunswick'
Q57673	b'Nouri al-Maliki'
Q57674	b'Sophia Charlotte of Hanover'
Q57675	b'Najib Razak'
Q5767882	b'Fredde Granberg'
Q57682	b'Matthias Platzeck'
Q57687	b'Zoran Milanovi\xc4\x87'
Q57689	b'Martin McGuinness'
Q576900	b'Moritz Wahrmann'
Q57692	b'Victor Ponta'
Q576	b'Jorge Alessandri'
Q577128	b'Matthew Oakeshott, Baron Oakeshott of Seagrove Bay'
Q5771759	b'Claudia Lapac\xc3\xb3'
Q57734	b'Hamad bin Jassim bin Jaber Al Thani'
Q57737	b'Houston Stewart Chamberlain'
Q577384	b'Hans-Dieter Flick'
Q57741	b'Salam Fayyad'
Q577445	b'Philippe Buchez'
Q57746	b'Igor Luk\xc5\xa1i\xc4\x87'
Q577504	b'Charles Forbes Ren\xc3\xa9 de Montalembert'
Q577621	b'Barton MacLane'
Q57762	b'Morgan Tsvangirai'
Q57766	b'Nikola Gruevski'
Q577687	b'Reginald Owen'
Q577751	b'Tom Foley'
Q57775	b'Boyko Borisov'
Q57783	b'John Key'
Q57789	b'Philipp R\xc3\xb6sler'
Q57792	b'Mark Rutte'
Q57794	b'Bidzina Ivanishvili'
Q57798	b'Edward I of England'
Q578020	b'Pedro Goyena'
Q578037	b'Lisa Nandy'
Q5780631	b'Staffan G\xc3\xb6testam'
Q57806	b'Antonis Samaras'
Q57808	b'Shavkat Mirziyoyev'
Q57814	b'Otto Georg Thierack'
Q57815	b'Enda Kenny'
Q57816	b'Baburam Bhattarai'
Q5784094	b'Sukomal Sen'
Q57843	b'Ivica Da\xc4\x8di\xc4\x87'
Q57854	b'Laurent Lamothe'
Q578990	b'Meg Munn'
Q579106	b'Jaros\xc5\x82aw Lasecki'
Q57910	b'Arthur Zimmermann'
Q5791907	b'Victor Hartman'
Q579228	b'Levi Woodbury'
Q5793948	b'Olafr Havrevold'
Q5793	b'Shelly-Ann Fraser-Pryce'
Q579505	b'Jean-Claude Dreyfus'
Q5795	b'Carmelita Jeter'
Q579616	b'Germain Sommeiller'
Q579688	b'Order of Polonia Restituta'
Q5796	b'Veronica Campbell-Brown'
Q579728	b'Johannes Hendricus van der Palm'
Q579782	b'Bernardo Tanucci'
Q5799	b'Allyson Felix'
Q579	b'Carlos Ib\xc3\xa1\xc3\xb1ez del Campo'
Q5800351	b'Nolan Hemmings'
Q58028	b'Katarina Witt'
Q580355	b'Alfredo Gonz\xc3\xa1lez Flores'
Q5804278	b'Sam Heughan'
Q580464	b'Penny Mordaunt'
Q580516	b'Jean Maximilien Lamarque'
Q5805843	b'G\xc3\xb6sta Hillberg'
Q580587	b'Brock Peters'
Q5805	b'Christine Ohuruogu'
Q5806348	b'Princess Elisabeth, Duchess in Bavaria'
Q58077	b'Petro Poroshenko'
Q580784	b'Anne Milton'
Q580808	b'Fred Hoiberg'
Q58085	b'Rados\xc5\x82aw Sikorski'
Q58086	b'Dimitrios Droutsas'
Q580874	b'Tashi Wangdi'
Q58091	b'Stavros Dimas'
Q5809748	b'Lee Holdsworth'
Q580974	b'Lot M. Morrill'
Q5809	b'Che Guevara'
Q58100	b'Urmas Paet'
Q581058	b'Emilio Nsue'
Q5811348	b'Lili\xc3\xa1n del R\xc3\xado'
Q5812537	b'Henry V. Esmond'
Q58132	b'Nicol\xc3\xa1s Maduro'
Q58139	b'Mohamed Kamel Amr'
Q58140	b'Salman, Crown Prince of Bahrain'
Q58152	b'Bernard Membe'
Q58156	b'Saud bin Faisal bin Abdulaziz Al Saud'
Q58161	b'Paulo Portas'
Q5816	b'Mao Zedong'
Q581704	b'Mabel Terry-Lewis'
Q58170	b'Ph\xe1\xba\xa1m Gia Khi\xc3\xaam'
Q581777	b'Jan van den Brink'
Q58191	b'Vesna Pusi\xc4\x87'
Q58198	b'Ahmet Davuto\xc4\x9flu'
Q5819	b'Jos\xc3\xa9 Bov\xc3\xa9'
Q58211	b'Yang Jiechi'
Q58213	b'K\xc5\x8dichir\xc5\x8d Genba'
Q58217	b'Sergey Lavrov'
Q5823079	b'Russell Ingall'
Q582358	b'Krzysztof Stroi\xc5\x84ski'
Q58237	b'Floella Benjamin'
Q582476	b'Charles Eastman'
Q58258	b'Youssouf Bakayoko'
Q58262	b'Samuel Santos L\xc3\xb3pez'
Q582669	b'Louis Ngwat-Mahop'
Q582694	b'Dion Boucicault'
Q58282	b'William Hague'
Q58284	b'Guido Westerwelle'
Q58286	b'Jean Ping'
Q58297	b'Abu Bakr al-Qirbi'
Q582988	b'Matt Duke'
Q582996	b'Mike Connors'
Q58299	b'Sujata Koirala'
Q5829	b'Jean-Luc M\xc3\xa9lenchon'
Q5830035	b'Elsa del Campillo'
Q58301	b'Abdullah bin Zayed Al Nahyan'
Q58311	b'Avigdor Lieberman'
Q583128	b'Eric Morecambe'
Q5837620	b'Judy Canova'
Q58377	b'Andr\xc3\xa9 Sch\xc3\xbcrrle'
Q583792	b'Carolin Kebekus'
Q583977	b'Anita Caprioli'
Q58441	b'Robinho'
Q58444	b'Liam Neeson'
Q584470	b'Luigi Lambruschini'
Q584787	b'Samuel B. Cooper'
Q584832	b'Agnieszka Graff'
Q585058	b'Rolf Feltscher'
Q58514	b'Louis XII of France'
Q585182	b'Christoph Sanders'
Q5852710	b'Ronnie Schell'
Q585272	b'Nikolai Sukhanov'
Q585366	b'Grigory Levenfish'
Q585590	b'Agenor, duc de Gramont'
Q585635	b'Bernard Nieuwentyt'
Q5856935	b'Zena Dare'
Q585856	b'Emmanuel, comte de Las Cases'
Q586038	b'Antoine Drouot'
Q586303	b'Mehmet Emin Yurdakul'
Q586479	b'Louis Madelin'
Q586494	b'Antoine Jay'
Q586545	b'Osip Piatnitsky'
Q586555	b'Antoine Kombouar\xc3\xa9'
Q586579	b'Tom Thibodeau'
Q586914	b'Bronis\xc5\x82aw Pi\xc5\x82sudski'
Q587033	b'David Kilgore'
Q5871909	b'Hiten Tejwani'
Q587280	b'Antoine de Pluvinel'
Q58735	b'Lily Allen'
Q58747	b'Erdo\xc4\x9fan Atalay'
Q587593	b'Lev Chernyi'
Q587823	b'Jos\xc3\xa9 Muro y L\xc3\xb3pez-Salgado'
Q5878428	b'Hokut\xc5\x8driki Hideki'
Q58791	b'Richard Baer'
Q5879	b'Johann Wolfgang von Goethe'
Q58801	b'Conrad Veidt'
Q58811	b'Gustav Freytag'
Q58822	b'Max Schreck'
Q5882821	b'Peter Jerndorff'
Q588449	b'Fyodor Dan'
Q58866	b'Thea von Harbou'
Q589068	b'Hassan Modarres'
Q58912	b'Courteney Cox'
Q589132	b'Romualdas Marcinkus'
Q589158	b'Simon Arnauld, Marquis de Pomponne'
Q589355	b'Henri-Alexandre Wallon'
Q589383	b'Empress Xiaojingcheng'
Q589719	b'Louise Homer'
Q590328	b'Anton Hofer'
Q590543	b'L\xc3\xa1zaro Chac\xc3\xb3n Gonz\xc3\xa1lez'
Q59064	b'Andros Townsend'
Q590775	b'Lois Meredith'
Q590811	b'Ren\xc3\xa9 Eijkelkamp'
Q590825	b'Jack Healey'
Q59082	b'Lesley-Ann Brandt'
Q590853	b'Farhan Akhtar'
Q590914	b'Eric Kot'
Q591040	b'Tomasz Schimscheiner'
Q59105	b'Gylfi Sigur\xc3\xb0sson'
Q591117	b'Dimitrios Karatasos'
Q591235	b'Erastus Root'
Q591238	b'Bill Fagerbakke'
Q5912	b'Marcel Duchamp'
Q591328	b'Lee Wallace'
Q591793	b'Anton Martin Schweigaard'
Q591915	b'Luke Harper'
Q592038	b'Saint Judicael'
Q5920793	b'Howard S. McGee'
Q592487	b'Augustus Hall'
Q592707	b'Gy\xc3\xb6rgy J\xc3\xb3zsi'
Q592935	b'Claude Louis, Comte de Saint-Germain'
Q5931275	b'Hugh Jenkins, Baron Jenkins of Putney'
Q59314	b'Gloria Grahame'
Q59315	b'Patrick Leahy'
Q5932616	b'Hugh Scanlon'
Q5932983	b'Hugh Wakefield'
Q593370	b'Benjamin Chew Howard'
Q593388	b'Louis Michel Antoine Sahuc'
Q5935793	b'Jorge Pedreros'
Q593661	b'Charles Kingston'
Q59400	b'Thomas Osborne, 4th Duke of Leeds'
Q594106	b'Jonathan Tucker'
Q5941528	b'Humphrey Mitchell'
Q594286	b'Pedro Pablo Abarca de Bolea, 10th Count of Aranda'
Q59432	b'Andre Wisdom'
Q59434	b"Lu'ay al-Atassi"
Q594357	b'Guillaume du Tillot'
Q594386	b'Prince Tomislav of Yugoslavia'
Q5944737	b'Mehran Ghafourian'
Q59454	b'Peregrine Osborne, 2nd Duke of Leeds'
Q5945638	b'Huntley Wright'
Q594564	b'Greg Moore (racing driver)'
Q594570	b'Samuel Dexter'
Q594653	b'Gofraid mac Amla\xc3\xadb meic Ragnaill'
Q59485	b'Otto Waalkes'
Q59490	b'Serge Gnabry'
Q5950703	b'Juan Lomb\xc3\xada'
Q595086	b'Gabriel Syveton'
Q5950	b'James Brown'
Q5956711	b'Hymie Jacobson'
Q5958879	b'Mohammad Mostafaei'
Q596008	b'Fritz Hollings'
Q596010	b'William E. Fuller'
Q596026	b'Anton de Kom'
Q59604	b'Eleanor of Castile'
Q596146	b'Roberto Rosales'
Q596286	b'Rd Mochtar'
Q59630	b'Roddy Piper'
Q59635	b'Randy Savage'
Q5964071	b'H\xc3\xa9ctor Su\xc3\xa1rez'
Q596460	b'Guillaume Cale'
Q596599	b'Joe Hendricks'
Q5971614	b'Laura Cepeda'
Q59719	b'Adam Lallana'
Q59734	b'Demetrius I of Macedon'
Q5975376	b'Robert B. Mantell'
Q597630	b'Clement J. Zablocki'
Q597698	b'Antoni Macierewicz'
Q59786	b'R\xc3\xb3bert Mak'
Q597905	b'Antoni Paj\xc4\x85k'
Q597909	b'Phil Goff'
Q597991	b'David Riazanov'
Q598162	b'Buddy Cianci'
Q598216	b'Gy\xc3\xb6rgy L\xc3\xa1z\xc3\xa1r'
Q5982562	b'Ian Paul Cassidy'
Q598344	b'Merv Griffin'
Q5986970	b'Ida Conquest'
Q598828	b'Antonia Parvanova'
Q59885	b'Mat\xc3\xadas Ram\xc3\xb3n Mella'
Q598902	b'Daniel W. Hamilton'
Q599050	b'George N. Briggs'
Q599362	b'Joseph H. Walker'
Q599373	b'Miguel Dom\xc3\xadnguez'
Q599559	b'Antonio Albanese'
Q599643	b'Jean-Louis Cottigny'
Q599651	b'Antonio Arenas'
Q5997569	b'Ilene Graff'
Q59981	b'Shukri al-Quwatli'
Q5999225	b'Mariquita Gallegos'
Q600005	b'Edolphus Towns'
Q600090	b'Ellyse Perry'
Q600118	b'Augusto Pestana'
Q600233	b'Everett Sloane'
Q60029	b'Oskar Schindler'
Q6003232	b'Iman Crosson'
Q60036	b'Heidi Klum'
Q600393	b'John Dingell'
Q60039	b'Reinhard Heydrich'
Q60045	b'Albert Speer'
Q600589	b'Cornelis Felix van Maanen'
Q6006485	b'Matthew Nable'
Q60068	b'Rajinikanth'
Q60087	b'Hans Frank'
Q60095	b'Otto von Guericke'
Q600	b'Ichiro Suzuki'
Q601170	b'Jean-Baptiste Colbert, Marquis de Seignelay'
Q601187	b'Donald Currie'
Q60127	b'Girolamo Riario'
Q601351	b'Antonio Casas'
Q601358	b'Phil Silvers'
Q6014454	b'Miguel G\xc3\xb3mez Bao'
Q60145	b'Richard Walther Darr\xc3\xa9'
Q6016012	b'Mika Feldman de Etcheb\xc3\xa9h\xc3\xa8re'
Q601975	b'Antonio Flores Jij\xc3\xb3n'
Q60206	b'Ariel Sharon'
Q602239	b'Antonio Giolitti'
Q602484	b'Antonio I Acciaioli'
Q602525	b'Roberto Firmino'
Q60259	b'Dietrich Eckart'
Q6026	b'Sally Pearson'
Q60284	b'Gottlob Berger'
Q60285	b'Ernst Troeltsch'
Q6028681	b'Inez Fabbri'
Q602944	b'Antonio L\xc3\xb3pez-Ist\xc3\xbariz White'
Q60295	b'Amalia of Oldenburg'
Q603107	b'Freeman Freeman-Thomas, 1st Marquess of Willingdon'
Q60312	b'Wilhelm Marr'
Q6031489	b'Thomas Overskou'
Q603151	b'Gaoming District'
Q6031736	b'Inga Jankauskait\xc4\x97'
Q60321	b'Bibiana Steinhaus'
Q60326	b'Christian Benteke'
Q6033209	b'Ingrid Hafner'
Q60348	b'Neill S. Brown'
Q603499	b'John Ker, 1st Duke of Roxburghe'
Q603634	b'Antonio Milo\xc5\xa1oski'
Q60380	b'Carola of Vasa'
Q603820	b'Antonio Nari\xc3\xb1o'
Q6038628	b'Nathalie Poza'
Q603868	b'Albert Libertad'
Q604130	b'Daniel Nannskog'
Q604285	b'Mehmet Fuat K\xc3\xb6pr\xc3\xbcl\xc3\xbc'
Q604409	b'Edward Tylor Miller'
Q6044616	b'Nona Fern\xc3\xa1ndez'
Q604575	b'L.A. Reid'
Q6047198	b'Nuri Monts\xc3\xa9'
Q604765	b'Antonio Ruberti'
Q60477	b'Georg Kaiser'
Q604849	b'Jai Courtney'
Q605119	b'Nils Hjelmtveit'
Q60528	b'Helene Weigel'
Q6053944	b'Oscar Parrilli'
Q60545	b'Moussa Sissoko'
Q605534	b'Jean-Baptiste Henri Lacordaire'
Q60553	b'Norberto Madurga'
Q605678	b'Isidro Fabela'
Q60586	b'Barthold Georg Niebuhr'
Q6059669	b'Lorenzo Quinn'
Q6060	b'50 Cent'
Q606403	b'Antonis Antoniadis'
Q606439	b'Antonis Remos'
Q6066470	b'Patricia Cutts'
Q6068374	b'Leyla Sayar'
Q6068956	b'Irene Champlin'
Q60691	b'Helmut Rahn'
Q6069223	b'Irene Rooke'
Q6069290	b'Irene Ware'
Q60699	b'Zog I of Albania'
Q60714	b'Werner Best'
Q60715	b'Walther Hewel'
Q6071691	b'Pepe Arias'
Q60721	b'Ferdinand II of Portugal'
Q607280	b'Harry Stradling'
Q6072859	b'Iron Tail'
Q607412	b'Akiyo Noguchi'
Q6074682	b'Irving Leroy Ress'
Q607644	b'Florence Marly'
Q607672	b'Wim Polak'
Q6078247	b'Isabelle Keith'
Q6078283	b'Isabelle Urquhart'
Q607864	b'Sonja Becq'
Q60788	b'Otto Schily'
Q6078	b'Dr. Dre'
Q6079016	b'Isata Mahoi'
Q607921	b'Tom Sykes'
Q607	b'Michael Bloomberg'
Q60802	b'Elizabeth Reaser'
Q608036	b'Richard Henry Clarke'
Q6084719	b'Ismail Fahmy'
Q6085172	b'Sinem \xc3\x96zt\xc3\xbcrk'
Q608633	b'Francis Edwin Shober'
Q608639	b'Stan Van Gundy'
Q608740	b'Mikhail Rodzianko'
Q608796	b'Mike Larrabee'
Q608927	b'Pedro Escart\xc3\xadn'
Q6090783	b'Mikael Samuelson'
Q609095	b'Assi Dayan'
Q60909	b'Otto Gessler'
Q609172	b'Roland Burris'
Q6091854	b'Jean Sandberg'
Q609189	b'Jesse Jackson Jr.'
Q60942	b'Albert IV, Duke of Bavaria'
Q609441	b'Pierre Marie'
Q609464	b'Graham McTavish'
Q609509	b'J\xc4\x81nis K. B\xc4\x93rzi\xc5\x86\xc5\xa1'
Q60952	b'Albert of Riga'
Q60953	b'Lilli Palmer'
Q6096202	b'Ivan Eland'
Q60968	b'Ludger Beerbaum'
Q6096	b'Snoop Dogg'
Q60970	b'Sakis Rouvas'
Q6098637	b'Seyhan Arman'
Q60989	b'Ludwig August Mellin'
Q6099383	b'Ivor Emmanuel'
Q609	b'Kateri Tekakwitha'
Q61016	b'Gina Stechert'
Q6102115	b'M\xc3\xbcjdat Gezen'
Q610327	b'James Butler, 2nd Duke of Ormonde'
Q610355	b'Jan Ku\xc5\x82akowski'
Q610467	b'Seb Hines'
Q61053	b'Olaf Scholz'
Q61055	b'Arno Breker'
Q61058	b'Ludwig Uhland'
Q6105956	b'J. Hartley Manners'
Q6106404	b'J. M. Gordon'
Q610693	b'Ant\xc3\xb3nio Calv\xc3\xa1rio'
Q6107	b'Tupac Shakur'
Q61085	b'Walter Momper'
Q610882	b'Ant\xc3\xb3nio Ferro'
Q6109587	b'Jaakko Saariluoma'
Q6111182	b'Jack Barty'
Q611174	b'Dmytro Khomchenovskyi'
Q611180	b'Fontes Pereira de Melo'
Q6112168	b'Jack Douglass'
Q6112175	b'Jack Doyle'
Q6112263	b'Rosa de Castilla'
Q611333	b'Cornelis van Aarsens'
Q6113550	b'Jack L. Rives'
Q6115262	b'Jack Soo'
Q6116223	b'Roekiah'
Q6116647	b'Jackie Sewell'
Q6117076	b'Jackson Davis'
Q61178	b'Bertha Pappenheim'
Q611881	b'Nyatri Tsenpo'
Q612027	b'Tommy Cooper'
Q6120528	b'Jacques Damala'
Q612157	b'Czes\xc5\x82aw Lang'
Q6121770	b'Sara Sotillo'
Q61227	b'Petra Kelly'
Q6122863	b'Sebasti\xc3\xa1n Chiola'
Q612365	b'Randall Miller'
Q612408	b'Francis Burton Harrison'
Q61249	b'Petra Roth'
Q6126583	b'Kartolo'
Q612666	b'Catarina Martins'
Q612838	b'Carl Ikeme'
Q6128684	b'Silvio Sold\xc3\xa1n'
Q612949	b'Levon Ter-Petrosyan'
Q613020	b'William B. Maclay'
Q613051	b'Robert Kocharyan'
Q6133149	b'Rick Jason'
Q613322	b'Charles Tilston Bright'
Q6133424	b'James Elliot Cabot'
Q613342	b'Tadeusz Ho\xc5\x82\xc3\xb3wko'
Q6134224	b'James Frederick Arnold'
Q61351	b'Frederica of Hanover'
Q6135522	b'James Harcourt'
Q613567	b'Marie Le Rochois'
Q6135904	b'James Henry Hackett'
Q6136370	b'Susana Romero'
Q6136835	b'James Jelley'
Q613690	b'Uldis Sesks'
Q613706	b'Marcel van Grunsven'
Q613756	b'Marcelo Fernan'
Q61392	b'Armin Veh'
Q6140781	b'James P. Gray'
Q614091	b'Bradley Orr'
Q61409	b'Dieter Althaus'
Q61412	b'Eleanor Marx'
Q614160	b'Jock Mahoney'
Q6142124	b'James Riordan'
Q614258	b'Mary of Hungary, Queen of Naples'
Q6142956	b'James Sexton'
Q614334	b'Ciprian T\xc4\x83t\xc4\x83ru\xc8\x99anu'
Q6144157	b'James Thomas Hogan'
Q614464	b'Naokazu Takemoto'
Q614536	b'Rudolf Scheurer'
Q6145588	b'James William Johnston'
Q6145619	b'James William Wallack'
Q6145704	b'Thelma del R\xc3\xado'
Q6145978	b'James Yoxall'
Q6146856	b'Jamie Dunross'
Q6147504	b'Titiek Puspa'
Q614774	b'Maggie Q'
Q6148391	b'Jan-Christian S\xc3\xb6derholm'
Q614851	b'Eric Braeden'
Q614907	b'Sonakshi Sinha'
Q6150343	b'Jan van Aken'
Q6150567	b'Jana Plodkov\xc3\xa1'
Q6152241	b'Jane Frazee'
Q6152961	b'Jane Wolfe'
Q6153624	b'Janet Tamaro'
Q6153732	b'Janez Albreht'
Q6154549	b'Janine Haines'
Q6155627	b'Janu Tornell'
Q615568	b'L\xc3\xadber Seregni'
Q615786	b'Joe Mason (footballer, born 1991)'
Q615853	b'Armando Vajushi'
Q61585	b'Ludwig Renn'
Q6159942	b'Jared Daperis'
Q615996	b'Hiram Sherman'
Q615	b'Lionel Messi'
Q6162433	b'Olaf Poulsen'
Q616295	b'Domingo Francisco S\xc3\xa1nchez'
Q6163800	b'Jason Woliner'
Q61648	b'Georg Gottfried Gervinus'
Q616519	b'Cicely Courtneidge'
Q6165557	b'Victor Isaac Acosta'
Q61655	b'G\xc3\xb6khan T\xc3\xb6re'
Q6166618	b'Jay Fox'
Q6167208	b'Jay Soni'
Q6167296	b'Jay W. Jensen'
Q6167522	b'Jayan'
Q6167716	b'Jayce Lewis'
Q616960	b'Stephen Amell'
Q6169772	b'Yaniuska Espinosa'
Q6170659	b'Jean Forbes-Robertson'
Q6170796	b'Zaima Bele\xc3\xb1o'
Q6171104	b'Jean Margaret Davenport'
Q6171234	b'Jean Muir'
Q6171365	b'Jean Pierre Reguerraz'
Q6171678	b'Jean Willes'
Q6172052	b'Jeanne Coyne'
Q6172370	b'Jeannie Russell'
Q61723	b'Gustav Landauer'
Q617330	b'Pedro Cerisola'
Q6173436	b'\xc3\x81ngel P\xc3\xa9rez Garc\xc3\xada'
Q617383	b'Roy Redgrave'
Q6175317	b'Jeff Zinn'
Q6175537	b'Jefferson Mappin'
Q6175538	b'Jefferson Mays'
Q6176284	b'Jeffrey Skitch'
Q6176304	b'Jonas Sima'
Q617677	b'Ed Groot'
Q6177986	b'Jennie Goldstein'
Q61789	b'Princess Marie Auguste of Thurn and Taxis'
Q6179492	b'Jenny Tinmouth'
Q6182093	b'Jeri Weil'
Q618373	b'Annely Akkermann'
Q6185471	b'Jerzy Pichelski'
Q6185983	b'Jess Neely'
Q618651	b'\xc4\x80pirana Ngata'
Q6186607	b'Tasso Stafilidis'
Q6187319	b'Jessica Lee Goldyn'
Q6187378	b'Jessica Moss'
Q6187527	b'Jessica Tovey'
Q6187595	b'Jessie Ackermann'
Q6187631	b'Jessie Bond'
Q6187636	b'Jessie Broughton'
Q6187772	b'Jessie Millward'
Q61879	b'Johann Friedrich Struensee'
Q6188674	b'Jes\xc3\xbas Tec\xc3\xba Osorio'
Q619032	b'Ouyang Yuqian'
Q619390	b'David Dean Shulman'
Q61943	b'Verena Sailer'
Q6195540	b'Jim Hendricks (musician)'
Q6195703	b'Jim Holloway (artist)'
Q6196230	b'Jim L. Mora'
Q6197467	b'Jim Perrin'
Q6197909	b'Jim Runyon'
Q6201224	b'Jimmy Savo'
Q620193	b'Aleardo Aleardi'
Q620223	b'Aleix Espargar\xc3\xb3'
Q62024	b'St\xc3\xa9phanie de Beauharnais'
Q6202859	b'Jinx Falkenburg'
Q6203212	b'Jisshu Sengupta'
Q6203302	b'Jitka Zelenohorsk\xc3\xa1'
Q62033	b'Gisela of Swabia'
Q6204282	b'Jo Hyeon-jeong'
Q62043	b'Princess Philippine Charlotte of Prussia'
Q6204834	b'Joan Barclay'
Q62084	b'Franz Schlegelberger'
Q620877	b'Hubert Walter'
Q62087	b'Otto Meissner'
Q6208859	b'Joe Burk'
Q6210158	b'Joe Hagin'
Q6210355	b'Joe Hodgens'
Q6211849	b'Ove Tjernberg'
Q6211938	b'Joe Ralls'
Q6211982	b'Joe Reilly'
Q6213150	b'Selwyn Toogood'
Q62182	b'Jos\xc3\xa9 Altafini'
Q6220032	b'John B. Mason'
Q622022	b'Neil Etheridge'
Q6220430	b'John Baldwin Buckstone'
Q62204	b'Rudi Altig'
Q62206	b'Egon Bahr'
Q6222099	b'Lionel Van Praag'
Q622290	b'Alexandru Roman'
Q622307	b'Kazimierz Bartel'
Q6223414	b'John Brougham'
Q6224680	b'John C. Wilson'
Q6225832	b'John Chavis'
Q622636	b'Spike Jones'
Q6227523	b'John Craven'
Q62279	b'Bj\xc3\xb6rn Engholm'
Q62280	b'Duke Maximilian Emanuel in Bavaria'
Q6230823	b'John E. Madden'
Q62310	b'Senta Berger'
Q6231329	b'John Edward McCullough'
Q6232322	b'John F. Kelly'
Q62323	b'Werner Schroeter'
Q623436	b'Gong Yoo'
Q623514	b'Pak Yol'
Q6235249	b'John Gibbs Gilbert'
Q6235549	b'John Glynn'
Q62361	b'Jimi Blue Ochsenknecht'
Q6237040	b'John H. Quick'
Q623802	b'Adel al-Jubeir'
Q6238443	b'John Heald'
Q6238845	b'John Henry Kagi'
Q624017	b'AJ Lee'
Q62414	b'Rudolf Augstein'
Q6242345	b'John K. Cannon'
Q6242	b'Marianne Vos'
Q6244441	b'John Leffler'
Q6244698	b'John Leverett'
Q62459	b'Alexander Abusch'
Q6246928	b'John Martin-Harvey'
Q624	b'Alessandro Del Piero'
Q62508	b'Barbara Meier'
Q62509	b'Wolfram Sievers'
Q62510	b'Heike Makatsch'
Q62521	b'Alexander von Falkenhausen'
Q625411	b'Petar Zanev'
Q62551	b'Mikhail Kasyanov'
Q62558	b'Cyd Charisse'
Q625613	b'Vladimir Pettay'
Q62565	b'Ewald Friedrich von Hertzberg'
Q6256755	b'John Savident'
Q6256808	b'John Sayer Crawley'
Q625877	b'Margot Grahame'
Q62594	b'Charles III Philip, Elector Palatine'
Q6260085	b'John T. Raymond'
Q6262317	b'John W. Hausermann'
Q6262630	b'John Wadsworth'
Q62639	b'Frank Ullrich'
Q626406	b'Arash Borhani'
Q62642	b'Richard Gl\xc3\xbccks'
Q62663	b'Willibald Pirckheimer'
Q62666	b'Eugen Bolz'
Q626698	b'Dennis Neilson-Terry'
Q62672	b'Freya von Moltke'
Q62676	b'G\xc3\xb6tz Otto'
Q6270482	b'Jon Challinor'
Q627098	b'Mike Lee (American politician)'
Q6271562	b'Jon Shepodd'
Q6271766	b'Jon Wiener'
Q6272233	b'Margareta P\xc3\xa2slaru'
Q6274894	b'Jonathan Zittrain'
Q62748	b'Franz Pfeffer von Salomon'
Q627888	b'Gordon Campbell'
Q6279142	b'Jos Vantyler'
Q6279	b'Joe Biden'
Q628009	b'Frank Lawton'
Q628070	b'Anton Vratu\xc5\xa1a'
Q628089	b'William Keppel, 7th Earl of Albemarle'
Q628132	b'Scott Brady'
Q6281350	b'Joseph Barondess'
Q6282307	b'Joseph Coyne'
Q628373	b'Tineke Netelenbos'
Q6283847	b'Havelock Wilson'
Q6284529	b'Joseph Kaufman'
Q62845	b'Jeroen Krabb\xc3\xa9'
Q6285439	b'Joseph McCulloch'
Q62858	b'Uwe Barschel'
Q6287228	b'Joseph Striker'
Q6288765	b'Josh Cody'
Q6290823	b'Josina Machel'
Q6291208	b'Josy Braun'
Q6291239	b'Jos\xc3\xa9 A. Ferreyra'
Q6291688	b'Jos\xc3\xa9 Ber Gelbard'
Q62919	b'Alice Schwarzer'
Q629285	b'Francis Thomas'
Q6293128	b'Jos\xc3\xa9 Marrone'
Q62938	b'Joseph zu Salm-Reifferscheidt-Dyck'
Q6294241	b'Jos\xc3\xa9 Zalaquett'
Q6294425	b'Jot Agyeman'
Q6294	b'Hillary Clinton'
Q629702	b'Leonid Kuchma'
Q6297411	b'Joyce Bulifant'
Q629746	b'Ingolf Elster Christensen'
Q62975	b'Sharon Stone'
Q6299323	b'Juan Carlos Mesa'
Q6299365	b'Juan Carlos Pinz\xc3\xb3n'
Q629973	b'John Calipari'
Q6300447	b'Juan Mart\xc3\xadn Cueva'
Q6301550	b'Juanita Hall'
Q6301565	b'Juanita Morrow Nelson'
